,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,target
1186,695062,3,1,0,2,0,3,0.4874581980124114,1.0,1,0.0,1.0,92101,12000.0,0,2,1,1,0
1187,288263,3,1,0,1,2,0,0.6398662739569257,1.0,1,1.0,1.0,10238,8000.0,0,2,0,3,0
1189,48803,1,0,0,0,1,1,0.2549076832707483,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,0
1190,995592,2,1,0,1,0,2,0.3495446627424988,1.0,1,0.0,0.0,10238,14000.0,0,2,0,2,0
1191,660862,2,0,1,1,2,2,0.5032346205187044,0.0,0,1.0,1.0,10238,10000.0,0,1,0,1,0
1192,449821,2,1,0,1,0,3,0.589882191368374,0.0,1,0.0,0.0,10238,17000.0,0,3,0,1,0
1193,56322,0,1,0,0,0,0,0.7164447863616135,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,1
1194,616720,0,0,0,2,2,0,0.7122395503644006,1.0,0,1.0,1.0,10238,16000.0,0,0,0,1,0
1195,261156,0,0,0,0,0,0,0.6605664252234276,1.0,0,0.0,1.0,10238,14000.0,0,0,0,0,0
1197,443277,3,0,0,2,1,2,0.3111102411897753,1.0,1,0.0,0.0,10238,13000.0,1,0,1,2,0
1199,723400,0,0,0,3,1,3,0.5391057765310123,1.0,0,1.0,1.0,10238,12000.0,0,2,2,1,0
1200,604099,0,0,0,3,0,0,0.5866314851117098,1.0,1,0.0,1.0,10238,11000.0,1,3,0,6,0
1201,765690,0,0,0,0,2,0,0.5657453486871828,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
1203,128270,2,0,0,1,1,1,0.2492100963315842,0.0,1,0.0,1.0,92101,13000.0,0,0,0,0,0
1204,753061,1,0,1,0,1,1,0.2645194364479903,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,0
1205,826642,2,1,0,0,2,3,0.4431951721175779,0.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
1206,920132,3,0,0,0,2,0,0.6139904180356018,1.0,0,0.0,1.0,10238,12000.0,0,0,0,0,0
1207,664407,3,1,0,1,0,2,0.6904985798920938,0.0,1,1.0,1.0,32765,10000.0,0,2,0,1,1
1208,555224,3,0,0,2,2,0,0.5519738040203223,1.0,1,1.0,1.0,32765,10000.0,0,5,2,0,0
1209,257691,0,1,0,3,0,0,0.5150779278972595,1.0,0,1.0,1.0,10238,11000.0,0,3,1,5,0
1210,230575,3,1,0,1,2,3,0.5599870637233466,1.0,1,1.0,1.0,10238,8000.0,0,1,1,0,0
1211,501841,2,1,0,1,2,0,0.6253193560441783,1.0,1,0.0,0.0,10238,15000.0,0,0,0,3,0
1212,825504,3,1,0,0,2,0,0.6233138220916109,1.0,0,0.0,0.0,92101,17000.0,1,0,0,0,1
1214,758277,1,1,0,0,0,0,0.5066478748732997,1.0,1,0.0,1.0,10238,17000.0,0,0,0,0,1
1215,27119,0,1,0,0,2,0,0.5659067951087425,1.0,1,1.0,1.0,10238,9000.0,0,0,0,0,1
1216,980778,1,0,0,0,1,1,0.5393224217499232,1.0,1,0.0,0.0,10238,15000.0,0,0,0,0,0
1217,381,0,0,0,3,0,0,0.6520665505738693,1.0,0,0.0,1.0,10238,15000.0,0,3,0,0,0
1218,122326,1,1,0,0,1,1,0.3105687885204088,1.0,1,1.0,0.0,10238,17000.0,0,0,0,0,1
1220,434285,1,0,1,0,0,1,0.4340024402049851,0.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
1221,612545,2,1,0,0,2,0,0.4401954791282709,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
1222,348325,1,0,0,0,0,3,0.5489695085571686,1.0,0,0.0,1.0,21217,11000.0,0,0,0,0,1
1223,608974,3,0,1,2,0,2,0.5728451330215478,1.0,1,1.0,0.0,10238,14000.0,1,0,1,1,0
1224,848442,0,1,0,0,2,0,0.7308655361413354,0.0,0,1.0,1.0,32765,9000.0,0,0,0,0,1
1225,718343,3,1,1,2,2,0,0.7508195874354716,0.0,1,0.0,1.0,32765,4000.0,0,5,1,6,0
1226,529364,2,1,0,1,1,1,0.2276480880935439,1.0,1,0.0,1.0,32765,12000.0,0,3,0,0,1
1227,180078,0,1,1,1,1,0,0.680801232234834,1.0,1,0.0,1.0,10238,9000.0,0,2,1,2,0
1228,674553,2,1,0,0,0,0,0.4996602604706936,1.0,0,1.0,1.0,10238,7000.0,0,0,0,0,0
1230,263926,2,1,0,0,0,0,0.4469435281716225,1.0,1,1.0,0.0,10238,11000.0,0,0,0,0,1
1231,104366,2,1,0,1,0,3,0.6078036995033183,1.0,0,0.0,1.0,10238,12000.0,0,0,1,1,0
1233,748101,2,0,0,1,0,1,0.3163694393923692,0.0,1,0.0,0.0,10238,15000.0,0,0,0,1,1
1234,769972,0,1,0,3,0,0,0.5426244160681951,0.0,1,1.0,1.0,10238,11000.0,0,1,2,5,0
1235,759594,2,1,1,1,2,0,0.7182444310315163,1.0,1,1.0,1.0,32765,10000.0,0,4,0,0,0
1236,524877,1,0,0,0,2,3,0.6809116929366064,1.0,0,0.0,1.0,10238,10000.0,0,0,0,0,0
1237,222065,3,0,0,0,1,2,0.4818636843468437,1.0,1,0.0,1.0,32765,13000.0,0,0,0,0,1
1238,501483,2,0,0,0,0,2,0.4539321185254526,1.0,1,1.0,1.0,10238,9000.0,1,0,0,0,0
1239,313291,2,0,1,1,1,2,0.4328418893662019,1.0,1,0.0,1.0,32765,8000.0,0,2,0,3,0
1240,545223,2,1,0,1,2,0,0.5381973821644314,1.0,1,0.0,0.0,10238,15000.0,0,0,0,3,0
1241,227825,2,0,0,1,0,1,0.4776699106023112,1.0,1,0.0,0.0,32765,13000.0,0,2,0,0,0
1243,727008,2,0,0,0,0,0,0.5972183276616235,1.0,0,0.0,1.0,10238,15000.0,0,0,0,0,0
1244,368897,3,0,0,2,1,3,0.5434086774169474,1.0,0,0.0,1.0,92101,13000.0,0,0,0,1,0
1245,341327,2,1,0,1,0,0,0.5879638795165849,1.0,1,1.0,1.0,10238,12000.0,0,1,0,5,0
1246,10147,2,1,0,1,0,3,0.5559535570676705,1.0,0,1.0,1.0,10238,11000.0,0,2,0,1,0
1247,31121,2,1,0,0,0,2,0.4257869067192916,0.0,0,0.0,1.0,10238,13000.0,0,0,0,0,0
1248,418784,2,1,0,0,2,3,0.6206647516894628,1.0,0,0.0,0.0,10238,13000.0,0,0,0,0,1
1249,144248,0,1,1,3,2,0,0.3894266905483992,1.0,1,1.0,1.0,10238,12000.0,0,0,0,6,0
1250,757438,1,1,0,0,0,1,0.4376610934796095,0.0,1,1.0,1.0,32765,7000.0,0,0,0,0,1
1251,344845,2,0,0,0,0,3,0.5749370954399275,0.0,0,1.0,1.0,10238,10000.0,0,0,0,0,0
1253,174366,0,1,0,2,2,0,0.7097590437116957,1.0,1,1.0,1.0,10238,9000.0,0,0,0,2,0
1255,964266,2,1,0,1,2,0,0.7508134369901283,1.0,0,1.0,1.0,32765,14000.0,0,1,0,2,0
1256,771373,2,0,0,1,1,1,0.4741201321807367,0.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
1257,91893,2,1,0,1,2,3,0.5202419562823012,1.0,1,1.0,1.0,32765,11000.0,0,1,0,2,0
1258,408687,3,1,0,2,0,1,0.2423059228432957,0.0,1,1.0,0.0,10238,15000.0,0,4,1,1,0
1259,264527,1,1,0,0,0,3,0.4810175585638772,0.0,1,1.0,1.0,10238,13000.0,0,0,0,0,1
1260,470664,2,1,0,0,2,2,0.2500917022572353,1.0,1,0.0,1.0,10238,16000.0,0,0,0,0,1
1261,999797,3,1,0,2,2,0,0.5636540752380534,1.0,0,1.0,1.0,32765,8000.0,1,13,3,1,0
1262,767467,0,1,0,3,2,3,0.5476628583971526,1.0,0,1.0,1.0,10238,6000.0,0,6,0,6,0
1263,879915,3,1,0,2,2,3,0.5390231589058753,1.0,0,0.0,1.0,10238,14000.0,0,4,3,4,0
1265,36667,2,0,0,1,0,3,0.4711356183608628,1.0,1,0.0,0.0,10238,12000.0,0,4,0,1,0
1267,528001,0,0,0,3,0,3,0.5117586505444637,0.0,1,1.0,1.0,10238,10000.0,0,2,1,4,0
1268,438788,0,0,0,2,0,3,0.5228001606856795,1.0,0,0.0,1.0,10238,13000.0,0,2,0,1,0
1269,260851,0,1,0,0,2,0,0.4990552402742981,1.0,1,0.0,1.0,10238,11000.0,0,0,0,0,1
1270,868143,1,1,0,0,0,3,0.5687974266135234,0.0,1,1.0,0.0,32765,12000.0,0,0,0,0,1
1271,709357,3,0,0,1,2,0,0.7697060280613082,1.0,1,1.0,1.0,10238,15000.0,0,1,0,0,0
1272,209441,2,0,0,0,1,2,0.3752482340703718,1.0,1,1.0,1.0,10238,13000.0,0,0,0,0,0
1275,209518,3,0,0,0,0,0,0.4680045782114708,1.0,1,1.0,1.0,32765,7000.0,0,0,0,0,1
1276,842504,0,0,0,1,2,0,0.6455861279190653,1.0,0,1.0,1.0,10238,11000.0,0,2,0,1,0
1277,785920,3,0,0,0,0,2,0.3260329842745465,0.0,0,0.0,0.0,32765,11000.0,0,0,0,0,0
1278,120348,0,0,0,2,0,0,0.6519143421966002,0.0,1,1.0,1.0,10238,8000.0,0,3,0,2,0
1279,550531,0,0,0,3,0,0,0.5066846105467238,1.0,1,1.0,1.0,10238,9000.0,0,0,0,5,0
1280,756417,3,0,0,2,2,0,0.5638124626423421,1.0,1,1.0,1.0,92101,13000.0,0,0,0,1,0
1281,579525,3,1,0,2,2,0,0.7510668440453718,1.0,1,1.0,1.0,10238,9000.0,1,1,1,2,0
1282,967747,2,0,0,0,0,2,0.3987313542454155,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
1285,477129,2,1,0,0,1,1,0.4344016803120741,0.0,1,0.0,0.0,92101,15000.0,0,0,0,0,1
1287,203357,3,1,0,2,2,3,0.330887247220658,1.0,1,1.0,0.0,32765,11000.0,0,12,0,2,0
1289,390289,2,1,0,1,1,1,0.2918290329909437,0.0,1,1.0,1.0,32765,10000.0,0,1,0,1,1
1290,178836,3,0,0,1,0,3,0.5779891114550827,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,0
1291,469772,1,1,0,0,2,2,0.5251503019981206,0.0,1,0.0,1.0,32765,8000.0,0,0,0,0,1
1292,73606,3,1,0,2,0,3,0.7087716412836736,1.0,0,1.0,1.0,10238,13000.0,0,1,0,4,0
1293,66601,2,0,0,0,0,0,0.677983680244089,0.0,0,0.0,1.0,10238,15000.0,0,0,0,0,0
1294,672971,0,1,0,3,0,3,0.5998608909858046,1.0,0,1.0,1.0,10238,8000.0,0,4,1,5,0
1295,111201,0,1,0,2,2,0,0.556821529947094,1.0,0,1.0,1.0,32765,8000.0,0,8,2,4,1
1296,208114,1,1,0,0,1,1,0.3007365408615052,0.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
1297,404131,2,0,1,1,1,1,0.4217083256454634,1.0,1,0.0,0.0,10238,17000.0,0,0,0,1,0
1298,183837,0,0,0,2,2,0,0.5172578396228402,1.0,1,1.0,1.0,10238,13000.0,0,1,0,0,0
1300,292035,2,0,0,0,2,2,0.3878674674190613,1.0,1,1.0,1.0,32765,9000.0,0,0,0,0,0
1301,86029,2,0,0,1,2,0,0.7017635342356813,1.0,1,1.0,1.0,10238,8000.0,0,0,0,0,0
1302,756320,0,1,0,3,0,0,0.5548553575919063,1.0,0,1.0,1.0,92101,13000.0,0,3,1,1,0
1305,941602,1,1,1,0,0,2,0.3800621432836776,1.0,1,0.0,0.0,10238,16000.0,0,0,0,0,0
1306,43075,3,1,0,2,2,3,0.6012904659428779,1.0,1,1.0,1.0,10238,9000.0,0,2,0,3,0
1307,91798,3,0,0,0,2,0,0.4953679770062505,1.0,1,0.0,1.0,10238,8000.0,0,0,0,0,0
1308,692983,2,0,0,0,0,2,0.4786910984227911,1.0,1,1.0,0.0,10238,16000.0,0,0,0,0,1
1309,710197,3,1,0,2,0,3,0.4042843675661335,1.0,1,1.0,1.0,92101,13000.0,0,0,1,2,0
1310,706607,2,1,0,1,1,2,0.3780463794716419,0.0,0,0.0,0.0,10238,13000.0,0,2,1,3,0
1311,839869,3,0,0,2,0,0,0.6638339947593962,0.0,1,0.0,0.0,10238,19000.0,0,1,0,2,0
1313,109870,0,0,0,0,0,0,0.5614622301842259,1.0,0,1.0,1.0,32765,4000.0,0,0,0,0,0
1314,800779,2,0,0,1,2,2,0.2772801448497201,1.0,1,0.0,0.0,10238,16000.0,0,0,1,0,0
1315,424112,0,0,0,3,2,0,0.6819567520526453,1.0,0,0.0,1.0,10238,11000.0,0,6,0,1,0
1316,245774,3,1,0,2,2,3,0.4731435806442583,1.0,1,0.0,1.0,10238,10000.0,0,3,0,6,0
1317,907904,1,0,0,0,1,1,0.4842043342946769,0.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
1318,912419,3,0,0,1,1,3,0.5898164523944229,1.0,1,1.0,1.0,10238,12000.0,0,1,0,0,0
1319,49143,2,1,0,1,2,0,0.6049537979222093,1.0,0,0.0,1.0,10238,14000.0,0,1,1,0,0
1321,64244,2,0,0,1,1,2,0.3652866357527698,1.0,0,0.0,0.0,32765,12000.0,0,1,0,1,0
1323,718508,2,1,0,1,0,3,0.7217552349986477,0.0,0,1.0,0.0,10238,10000.0,0,1,0,2,0
1324,44221,2,1,0,1,2,3,0.4180787844444573,1.0,0,0.0,1.0,10238,12000.0,0,2,0,0,0
1325,184419,0,1,0,0,0,0,0.7115976581733665,1.0,1,1.0,1.0,32765,6000.0,0,0,0,0,1
1326,582054,3,0,0,2,0,3,0.6338844050411873,1.0,0,0.0,1.0,10238,11000.0,0,1,1,0,0
1327,564116,3,1,0,2,2,0,0.526146302587633,1.0,1,1.0,1.0,10238,6000.0,0,9,1,6,0
1328,616000,0,1,1,3,2,0,0.5896219886541012,1.0,0,1.0,1.0,10238,12000.0,0,1,0,4,0
1329,926334,3,0,0,0,0,2,0.3933243530697776,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
1330,105174,2,0,0,0,2,3,0.5180666014945225,1.0,1,1.0,0.0,10238,13000.0,0,0,0,0,1
1331,538631,1,0,0,0,1,2,0.3575458646951541,1.0,1,1.0,1.0,32765,7000.0,0,0,0,0,1
1332,627921,1,1,1,0,2,2,0.412721534132624,1.0,1,1.0,0.0,32765,12000.0,0,0,0,0,1
1333,256276,3,0,0,0,1,3,0.4901743887596553,0.0,1,0.0,0.0,32765,11000.0,0,0,0,0,1
1334,230441,2,0,0,0,0,1,0.3642432277883203,1.0,0,0.0,1.0,10238,14000.0,0,0,0,0,0
1335,460018,1,1,0,0,1,1,0.327273334521353,1.0,0,0.0,0.0,10238,16000.0,0,0,0,0,0
1336,57578,3,1,0,1,2,0,0.7219915295214294,1.0,1,1.0,1.0,10238,11000.0,0,4,0,4,0
1338,967436,3,0,0,2,2,0,0.6877053104767942,1.0,0,1.0,1.0,10238,9000.0,0,3,0,1,0
1340,338816,3,1,0,2,0,3,0.5701658701665713,1.0,1,0.0,0.0,10238,18000.0,0,1,1,4,0
1341,774925,2,0,0,1,0,2,0.3148797289571015,1.0,1,0.0,1.0,10238,11000.0,0,0,0,1,0
1342,259369,1,0,0,0,0,1,0.5103579543132797,0.0,1,1.0,0.0,10238,14000.0,0,0,0,0,1
1343,859256,0,0,0,3,2,3,0.6415992914644384,1.0,1,1.0,1.0,10238,13000.0,0,0,0,0,0
1346,396832,1,1,0,0,2,2,0.4728359811445909,1.0,1,0.0,0.0,10238,13000.0,0,0,0,0,0
1347,988193,1,1,0,0,2,3,0.5975814142184755,0.0,0,0.0,1.0,10238,11000.0,0,0,0,0,1
1348,919194,0,1,0,3,0,3,0.5384399329851925,1.0,1,1.0,1.0,10238,11000.0,0,8,0,3,0
1349,905984,0,0,0,3,0,0,0.6061070639429452,1.0,0,0.0,1.0,10238,12000.0,0,4,0,1,0
1350,144603,3,1,0,2,2,0,0.3451830367277076,1.0,0,0.0,1.0,10238,15000.0,0,0,0,0,0
1353,863765,0,0,0,1,2,0,0.5812195904222602,0.0,1,1.0,1.0,32765,9000.0,0,4,1,0,1
1354,766660,2,0,0,1,0,1,0.332932445645567,0.0,1,0.0,1.0,10238,12000.0,0,0,0,1,0
1355,246688,2,0,0,0,0,3,0.5269725998709889,1.0,1,1.0,0.0,32765,9000.0,0,0,0,0,1
1356,105220,3,0,0,0,1,2,0.4958652916452254,0.0,0,1.0,0.0,10238,13000.0,0,0,0,0,1
1357,70559,2,1,0,1,1,1,0.3216412224769529,0.0,1,0.0,1.0,10238,10000.0,0,1,0,2,1
1359,755650,0,0,0,3,0,0,0.5861296763368554,1.0,0,1.0,1.0,10238,10000.0,0,5,2,1,0
1360,713565,2,1,1,1,2,2,0.4563629649443308,0.0,1,1.0,1.0,10238,9000.0,0,1,0,1,1
1361,382661,0,0,0,3,2,0,0.6034148000738244,1.0,1,1.0,1.0,10238,5000.0,0,4,1,1,0
1362,329019,1,1,0,0,0,1,0.2510366998612605,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1363,325157,1,0,0,0,1,1,0.3510593815269549,0.0,0,0.0,0.0,10238,16000.0,0,0,0,0,1
1364,351086,0,0,0,1,0,3,0.401791816930945,1.0,1,0.0,1.0,10238,11000.0,0,1,0,1,0
1365,916877,3,0,0,0,2,0,0.4629179029369282,1.0,1,0.0,1.0,92101,13000.0,0,0,0,0,1
1366,592421,1,0,0,0,0,3,0.584410230882218,1.0,1,1.0,1.0,10238,14000.0,0,0,0,0,1
1367,79334,3,1,0,1,2,0,0.6621741504322499,1.0,0,0.0,1.0,10238,13000.0,0,1,0,1,0
1368,107434,2,0,0,1,2,0,0.6868096809121429,1.0,1,1.0,1.0,10238,10000.0,0,0,0,2,0
1369,352278,1,0,1,0,1,1,0.4440054619901436,0.0,1,1.0,0.0,10238,16000.0,0,0,0,0,1
1370,635281,0,0,0,3,0,0,0.7837306862364176,0.0,1,1.0,1.0,10238,8000.0,0,0,0,0,0
1371,609931,3,0,0,2,1,3,0.4060931476593959,1.0,1,1.0,0.0,32765,14000.0,0,2,1,0,0
1375,234077,2,0,1,1,1,2,0.5103828246087652,0.0,1,1.0,1.0,10238,8000.0,0,1,1,0,0
1376,220413,3,0,0,2,0,0,0.6641141721366366,1.0,1,1.0,1.0,32765,8000.0,0,4,0,2,0
1377,708052,0,0,0,3,0,3,0.4676528882912088,1.0,0,0.0,1.0,10238,11000.0,0,3,0,3,0
1378,470782,2,1,0,1,0,3,0.4100668478943091,1.0,1,1.0,1.0,10238,12000.0,0,1,0,3,0
1379,347235,1,0,0,0,0,1,0.1694065530970372,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1380,46195,3,1,0,2,2,0,0.7538549039843241,1.0,0,0.0,1.0,10238,12000.0,0,2,3,0,0
1381,392766,0,0,0,3,0,0,0.708984110429289,1.0,1,0.0,1.0,32765,12000.0,0,7,2,0,0
1382,617236,0,1,0,2,0,2,0.3140366583099796,1.0,1,1.0,1.0,10238,13000.0,1,3,1,3,0
1383,397198,2,1,0,0,2,0,0.4456374212438535,1.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
1384,142274,0,1,0,2,2,0,0.538423701629647,1.0,1,1.0,1.0,10238,12000.0,0,1,1,2,0
1385,788520,2,0,0,1,0,0,0.6800632519161529,1.0,1,0.0,1.0,10238,12000.0,0,0,1,0,0
1386,228270,0,0,0,3,0,0,0.6252551047182723,0.0,0,1.0,1.0,32765,5000.0,0,2,1,1,0
1387,441183,2,0,0,1,0,3,0.5789086394845918,1.0,1,0.0,1.0,10238,9000.0,1,0,1,1,0
1388,172025,2,0,1,0,1,2,0.4905686431114045,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,0
1389,973588,3,0,0,2,2,0,0.7235892424829731,1.0,0,0.0,0.0,10238,12000.0,0,1,0,0,0
1390,920305,3,0,0,0,2,0,0.7477807628275938,1.0,0,0.0,1.0,92101,12000.0,0,0,0,0,0
1391,479156,0,1,0,1,2,0,0.6331253784372326,1.0,1,1.0,1.0,32765,9000.0,0,4,1,3,0
1392,72382,3,1,0,2,0,2,0.4275608354586653,0.0,1,0.0,1.0,10238,14000.0,0,0,0,1,0
1394,420705,3,0,0,2,0,2,0.4175859096253334,0.0,1,0.0,0.0,10238,17000.0,0,1,0,1,0
1395,683632,0,1,0,3,1,3,0.4335788270627034,0.0,1,1.0,1.0,32765,9000.0,0,10,1,5,0
1398,345626,2,1,0,1,0,1,0.2939442709464665,0.0,1,0.0,0.0,10238,15000.0,0,0,0,1,1
1400,698069,2,0,0,1,2,3,0.7537068295963879,1.0,1,0.0,0.0,92101,14000.0,0,0,0,1,1
1401,427399,0,0,0,3,0,0,0.5653739995178882,1.0,1,1.0,1.0,32765,8000.0,1,11,1,0,0
1402,208179,3,1,0,2,2,0,0.6992068026332687,1.0,1,1.0,1.0,32765,9000.0,0,4,2,0,0
1403,144092,3,0,0,0,0,3,0.6759014187945687,0.0,1,0.0,0.0,21217,15000.0,0,0,0,0,1
1404,806915,3,1,0,2,2,0,0.5819448753476587,1.0,0,0.0,0.0,10238,16000.0,0,0,0,1,0
1405,746285,0,1,0,3,2,0,0.5579938528070139,1.0,0,1.0,1.0,32765,8000.0,0,11,2,0,0
1407,16453,0,0,0,0,1,2,0.5761218348559991,0.0,1,1.0,0.0,92101,13000.0,0,0,0,0,1
1408,909598,2,1,0,1,1,1,0.2000544061533787,0.0,1,0.0,0.0,10238,13000.0,0,3,1,1,0
1409,874042,1,0,0,0,0,1,0.2877081919505582,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,0
1410,395393,3,0,0,1,1,0,0.5479344934453008,1.0,1,0.0,0.0,32765,10000.0,0,2,0,0,0
1411,866220,2,0,0,1,0,0,0.5660095062977862,1.0,1,0.0,1.0,10238,12000.0,0,1,0,1,0
1412,566194,1,1,0,0,0,1,0.2942476343306913,1.0,1,0.0,0.0,10238,15000.0,1,0,0,0,0
1413,713543,1,1,0,0,0,3,0.528252123724409,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1414,261544,0,0,0,3,2,0,0.6247325793532983,1.0,0,1.0,1.0,10238,11000.0,1,1,1,1,0
1417,824388,2,0,0,1,2,0,0.7645391467624049,1.0,1,0.0,1.0,32765,7000.0,0,5,0,1,0
1419,667200,1,0,0,0,0,3,0.5358175849673692,0.0,1,1.0,0.0,10238,15000.0,0,0,0,0,1
1420,305899,2,0,0,1,0,1,0.3607985341463078,1.0,1,0.0,0.0,10238,16000.0,0,0,0,0,0
1424,393296,2,1,0,1,1,1,0.3593490144752712,0.0,1,0.0,1.0,10238,13000.0,0,5,1,2,1
1425,663564,1,0,0,0,1,1,0.3698460345206058,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
1426,51511,0,0,0,1,2,0,0.7725842396081845,0.0,1,0.0,1.0,10238,16000.0,0,1,0,0,1
1427,211111,3,0,1,0,2,0,0.6208050516360596,1.0,0,1.0,1.0,10238,13000.0,0,0,0,0,0
1428,259300,3,0,0,2,0,3,0.5377571686257666,1.0,1,1.0,1.0,32765,11000.0,0,2,0,0,0
1429,777000,3,0,0,2,2,0,0.5823559985127149,1.0,0,1.0,1.0,10238,12000.0,0,0,0,0,0
1431,637214,2,1,0,1,0,0,0.6944868066429871,1.0,0,1.0,1.0,10238,12000.0,0,2,0,2,0
1432,708283,2,0,0,0,1,1,0.2921921490656985,0.0,0,0.0,1.0,10238,12000.0,0,0,0,0,0
1433,691130,0,1,0,2,2,0,0.6406213074929796,1.0,1,1.0,1.0,10238,12000.0,0,4,0,3,0
1435,949343,2,0,0,1,0,2,0.3688705897717839,1.0,1,0.0,0.0,10238,13000.0,0,0,0,0,0
1436,477517,2,1,0,1,2,3,0.3897883988501614,1.0,0,0.0,1.0,10238,15000.0,0,0,0,0,0
1438,327169,3,0,1,2,0,0,0.6636630728417405,1.0,0,1.0,1.0,10238,8000.0,0,2,0,5,0
1439,3038,2,0,0,1,0,2,0.3752825494625618,1.0,0,0.0,0.0,21217,16000.0,0,0,1,0,1
1440,976721,3,0,0,2,2,0,0.6518121915052597,1.0,0,1.0,1.0,10238,7000.0,0,2,0,4,0
1442,613650,1,0,0,0,2,0,0.6531145655351576,1.0,1,0.0,0.0,32765,10000.0,0,0,0,0,1
1445,606934,0,1,0,3,2,3,0.4877163705214293,1.0,1,1.0,1.0,10238,14000.0,0,1,1,2,0
1446,176701,0,0,0,3,0,0,0.7347168609010569,1.0,1,0.0,1.0,92101,14000.0,0,4,0,2,0
1448,92066,3,0,0,2,0,2,0.4326072305459561,1.0,1,1.0,1.0,10238,11000.0,0,0,0,1,0
1449,786751,1,0,0,0,0,2,0.4082489900846957,0.0,1,1.0,1.0,92101,11000.0,1,0,0,0,1
1450,469570,2,0,0,1,0,0,0.7139746286419786,1.0,1,0.0,1.0,10238,11000.0,0,0,0,0,0
1451,193047,2,1,0,1,2,3,0.4744424816375184,1.0,1,0.0,1.0,10238,16000.0,0,0,0,2,1
1454,158868,3,1,1,2,0,3,0.5777847889982202,0.0,1,0.0,1.0,10238,12000.0,0,3,2,2,0
1455,618377,3,0,0,1,2,3,0.5045828282314394,1.0,1,1.0,1.0,32765,9000.0,0,1,0,1,0
1456,528757,1,1,1,0,2,3,0.3403461714413165,1.0,0,0.0,0.0,10238,12000.0,0,0,0,0,0
1458,894394,1,1,0,0,0,3,0.5337722655596098,0.0,1,0.0,1.0,10238,13000.0,0,0,0,0,1
1459,437274,2,1,0,0,2,0,0.6366828182690416,0.0,0,1.0,1.0,32765,10000.0,0,0,0,0,1
1460,199021,3,1,0,2,2,0,0.4544469195392025,1.0,1,0.0,1.0,10238,15000.0,0,2,0,1,0
1461,168157,2,0,0,1,0,1,0.5120008207104843,0.0,1,1.0,0.0,32765,11000.0,0,3,0,0,1
1462,854391,3,0,1,2,1,2,0.3644138664579334,0.0,1,1.0,1.0,10238,7000.0,0,0,0,1,0
1463,241375,0,0,0,1,2,0,0.8573570012255691,0.0,1,1.0,1.0,21217,9000.0,0,1,1,2,1
1465,95758,2,1,1,1,1,3,0.535622682575498,1.0,0,1.0,1.0,10238,9000.0,0,2,0,1,0
1466,367304,0,1,0,3,2,0,0.6700081778757916,1.0,1,0.0,1.0,10238,11000.0,0,1,0,5,0
1467,887498,3,0,0,2,2,0,0.7086117611504978,1.0,1,0.0,1.0,10238,9000.0,0,1,0,0,0
1468,530813,3,0,0,1,2,3,0.6417202482487389,0.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
1469,830031,3,0,0,0,2,3,0.4504891385915822,1.0,1,1.0,1.0,10238,12000.0,0,0,0,0,0
1470,204523,1,1,0,0,2,2,0.4578980654711784,0.0,1,0.0,1.0,10238,13000.0,0,0,0,0,1
1471,608476,2,0,0,0,2,2,0.2947766518672688,0.0,1,1.0,1.0,32765,11000.0,0,0,0,0,1
1472,45047,2,0,0,1,0,2,0.4702667725463446,1.0,1,0.0,1.0,10238,8000.0,0,1,0,0,0
1473,79370,2,1,0,1,1,2,0.3448138443032327,1.0,1,0.0,1.0,10238,14000.0,0,2,0,1,0
1474,705399,3,0,0,1,2,0,0.5520183886629846,1.0,0,0.0,0.0,10238,13000.0,0,0,0,0,0
1475,156210,2,0,0,1,0,2,0.4252811553799311,0.0,0,1.0,1.0,10238,14000.0,0,0,0,0,0
1476,967355,2,0,0,1,1,2,0.5951810837458443,0.0,1,1.0,1.0,10238,12000.0,0,2,0,0,0
